"Iteration","Difficulty","Learner","Measure","Value"
126," Hard"," Value Iteration"," Results",30
127," Hard"," Value Iteration"," Results",29
128," Hard"," Value Iteration"," Results",27
129," Hard"," Value Iteration"," Results",37
130," Hard"," Value Iteration"," Results",33
131," Hard"," Value Iteration"," Results",31
132," Hard"," Value Iteration"," Results",31
133," Hard"," Value Iteration"," Results",31
134," Hard"," Value Iteration"," Results",37
135," Hard"," Value Iteration"," Results",28
136," Hard"," Value Iteration"," Results",33
137," Hard"," Value Iteration"," Results",27
138," Hard"," Value Iteration"," Results",33
139," Hard"," Value Iteration"," Results",34
140," Hard"," Value Iteration"," Results",29
141," Hard"," Value Iteration"," Results",28
142," Hard"," Value Iteration"," Results",33
143," Hard"," Value Iteration"," Results",28
144," Hard"," Value Iteration"," Results",34
145," Hard"," Value Iteration"," Results",33
146," Hard"," Value Iteration"," Results",32
147," Hard"," Value Iteration"," Results",33
148," Hard"," Value Iteration"," Results",30
149," Hard"," Value Iteration"," Results",31
150," Hard"," Value Iteration"," Results",35
151," Hard"," Value Iteration"," Results",29
152," Hard"," Value Iteration"," Results",32
153," Hard"," Value Iteration"," Results",28
154," Hard"," Value Iteration"," Results",38
155," Hard"," Value Iteration"," Results",33
156," Hard"," Value Iteration"," Results",34
157," Hard"," Value Iteration"," Results",40
158," Hard"," Value Iteration"," Results",38
159," Hard"," Value Iteration"," Results",34
160," Hard"," Value Iteration"," Results",37
161," Hard"," Value Iteration"," Results",30
162," Hard"," Value Iteration"," Results",39
163," Hard"," Value Iteration"," Results",40
164," Hard"," Value Iteration"," Results",41
165," Hard"," Value Iteration"," Results",32
166," Hard"," Value Iteration"," Results",32
167," Hard"," Value Iteration"," Results",39
168," Hard"," Value Iteration"," Results",30
169," Hard"," Value Iteration"," Results",36
170," Hard"," Value Iteration"," Results",30
171," Hard"," Value Iteration"," Results",35
172," Hard"," Value Iteration"," Results",37
173," Hard"," Value Iteration"," Results",31
174," Hard"," Value Iteration"," Results",30
175," Hard"," Value Iteration"," Results",40
176," Hard"," Value Iteration"," Results",40
177," Hard"," Value Iteration"," Results",29
178," Hard"," Value Iteration"," Results",35
179," Hard"," Value Iteration"," Results",32
180," Hard"," Value Iteration"," Results",33
181," Hard"," Value Iteration"," Results",34
182," Hard"," Value Iteration"," Results",28
183," Hard"," Value Iteration"," Results",33
184," Hard"," Value Iteration"," Results",37
185," Hard"," Value Iteration"," Results",42
186," Hard"," Value Iteration"," Results",33
187," Hard"," Value Iteration"," Results",41
188," Hard"," Value Iteration"," Results",30
189," Hard"," Value Iteration"," Results",38
190," Hard"," Value Iteration"," Results",29
191," Hard"," Value Iteration"," Results",39
192," Hard"," Value Iteration"," Results",35
193," Hard"," Value Iteration"," Results",34
194," Hard"," Value Iteration"," Results",41
195," Hard"," Value Iteration"," Results",28
196," Hard"," Value Iteration"," Results",32
197," Hard"," Value Iteration"," Results",31
198," Hard"," Value Iteration"," Results",41
199," Hard"," Value Iteration"," Results",34
200," Hard"," Value Iteration"," Results",33
201," Hard"," Value Iteration"," Results",36
202," Hard"," Value Iteration"," Results",31
203," Hard"," Value Iteration"," Results",32
204," Hard"," Value Iteration"," Results",33
205," Hard"," Value Iteration"," Results",30
206," Hard"," Value Iteration"," Results",34
207," Hard"," Value Iteration"," Results",28
208," Hard"," Value Iteration"," Results",39
209," Hard"," Value Iteration"," Results",40
210," Hard"," Value Iteration"," Results",35
211," Hard"," Value Iteration"," Results",37
212," Hard"," Value Iteration"," Results",32
213," Hard"," Value Iteration"," Results",33
214," Hard"," Value Iteration"," Results",29
215," Hard"," Value Iteration"," Results",40
216," Hard"," Value Iteration"," Results",31
217," Hard"," Value Iteration"," Results",38
218," Hard"," Value Iteration"," Results",30
219," Hard"," Value Iteration"," Results",31
220," Hard"," Value Iteration"," Results",34
221," Hard"," Value Iteration"," Results",40
222," Hard"," Value Iteration"," Results",34
223," Hard"," Value Iteration"," Results",40
224," Hard"," Value Iteration"," Results",31
225," Hard"," Value Iteration"," Results",31
226," Hard"," Value Iteration"," Results",32
227," Hard"," Value Iteration"," Results",38
228," Hard"," Value Iteration"," Results",30
229," Hard"," Value Iteration"," Results",38
230," Hard"," Value Iteration"," Results",35
231," Hard"," Value Iteration"," Results",35
232," Hard"," Value Iteration"," Results",29
233," Hard"," Value Iteration"," Results",36
234," Hard"," Value Iteration"," Results",31
235," Hard"," Value Iteration"," Results",31
236," Hard"," Value Iteration"," Results",31
237," Hard"," Value Iteration"," Results",33
238," Hard"," Value Iteration"," Results",37
239," Hard"," Value Iteration"," Results",33
240," Hard"," Value Iteration"," Results",28
241," Hard"," Value Iteration"," Results",31
242," Hard"," Value Iteration"," Results",31
243," Hard"," Value Iteration"," Results",31
244," Hard"," Value Iteration"," Results",30
245," Hard"," Value Iteration"," Results",35
246," Hard"," Value Iteration"," Results",34
247," Hard"," Value Iteration"," Results",33
248," Hard"," Value Iteration"," Results",26
249," Hard"," Value Iteration"," Results",31
250," Hard"," Value Iteration"," Results",42
251," Hard"," Value Iteration"," Results",31
252," Hard"," Value Iteration"," Results",32
253," Hard"," Value Iteration"," Results",43
254," Hard"," Value Iteration"," Results",28
255," Hard"," Value Iteration"," Results",29
256," Hard"," Value Iteration"," Results",31
257," Hard"," Value Iteration"," Results",32
258," Hard"," Value Iteration"," Results",35
259," Hard"," Value Iteration"," Results",31
260," Hard"," Value Iteration"," Results",31
261," Hard"," Value Iteration"," Results",35
262," Hard"," Value Iteration"," Results",35
263," Hard"," Value Iteration"," Results",30
264," Hard"," Value Iteration"," Results",29
265," Hard"," Value Iteration"," Results",30
266," Hard"," Value Iteration"," Results",28
267," Hard"," Value Iteration"," Results",34
268," Hard"," Value Iteration"," Results",32
269," Hard"," Value Iteration"," Results",33
270," Hard"," Value Iteration"," Results",31
271," Hard"," Value Iteration"," Results",37
272," Hard"," Value Iteration"," Results",29
273," Hard"," Value Iteration"," Results",32
274," Hard"," Value Iteration"," Results",30
275," Hard"," Value Iteration"," Results",27
276," Hard"," Value Iteration"," Results",27
277," Hard"," Value Iteration"," Results",28
278," Hard"," Value Iteration"," Results",32
279," Hard"," Value Iteration"," Results",54
280," Hard"," Value Iteration"," Results",43
281," Hard"," Value Iteration"," Results",31
282," Hard"," Value Iteration"," Results",33
283," Hard"," Value Iteration"," Results",30
284," Hard"," Value Iteration"," Results",37
285," Hard"," Value Iteration"," Results",26
286," Hard"," Value Iteration"," Results",36
287," Hard"," Value Iteration"," Results",37
288," Hard"," Value Iteration"," Results",29
289," Hard"," Value Iteration"," Results",25
290," Hard"," Value Iteration"," Results",27
291," Hard"," Value Iteration"," Results",32
292," Hard"," Value Iteration"," Results",32
293," Hard"," Value Iteration"," Results",31
294," Hard"," Value Iteration"," Results",33
295," Hard"," Value Iteration"," Results",29
296," Hard"," Value Iteration"," Results",29
297," Hard"," Value Iteration"," Results",36
298," Hard"," Value Iteration"," Results",43
299," Hard"," Value Iteration"," Results",36
300," Hard"," Value Iteration"," Results",36
301," Hard"," Value Iteration"," Results",34
302," Hard"," Value Iteration"," Results",35
303," Hard"," Value Iteration"," Results",38
304," Hard"," Value Iteration"," Results",29
305," Hard"," Value Iteration"," Results",37
306," Hard"," Value Iteration"," Results",34
307," Hard"," Value Iteration"," Results",44
308," Hard"," Value Iteration"," Results",39
309," Hard"," Value Iteration"," Results",30
310," Hard"," Value Iteration"," Results",41
311," Hard"," Value Iteration"," Results",27
312," Hard"," Value Iteration"," Results",32
313," Hard"," Value Iteration"," Results",36
314," Hard"," Value Iteration"," Results",32
315," Hard"," Value Iteration"," Results",31
316," Hard"," Value Iteration"," Results",32
317," Hard"," Value Iteration"," Results",43
318," Hard"," Value Iteration"," Results",40
319," Hard"," Value Iteration"," Results",30
320," Hard"," Value Iteration"," Results",27
321," Hard"," Value Iteration"," Results",30
322," Hard"," Value Iteration"," Results",30
323," Hard"," Value Iteration"," Results",38
324," Hard"," Value Iteration"," Results",29
325," Hard"," Value Iteration"," Results",32
326," Hard"," Value Iteration"," Results",34
327," Hard"," Value Iteration"," Results",35
328," Hard"," Value Iteration"," Results",37
329," Hard"," Value Iteration"," Results",47
330," Hard"," Value Iteration"," Results",32
331," Hard"," Value Iteration"," Results",35
332," Hard"," Value Iteration"," Results",30
333," Hard"," Value Iteration"," Results",39
334," Hard"," Value Iteration"," Results",28
335," Hard"," Value Iteration"," Results",36
336," Hard"," Value Iteration"," Results",32
337," Hard"," Value Iteration"," Results",35
338," Hard"," Value Iteration"," Results",34
339," Hard"," Value Iteration"," Results",38
340," Hard"," Value Iteration"," Results",41
341," Hard"," Value Iteration"," Results",35
342," Hard"," Value Iteration"," Results",37
343," Hard"," Value Iteration"," Results",37
344," Hard"," Value Iteration"," Results",30
345," Hard"," Value Iteration"," Results",25
346," Hard"," Value Iteration"," Results",32
347," Hard"," Value Iteration"," Results",31
348," Hard"," Value Iteration"," Results",36
349," Hard"," Value Iteration"," Results",39
350," Hard"," Value Iteration"," Results",39
351," Hard"," Value Iteration"," Results",36
352," Hard"," Value Iteration"," Results",33
353," Hard"," Value Iteration"," Results",33
354," Hard"," Value Iteration"," Results",30
355," Hard"," Value Iteration"," Results",34
356," Hard"," Value Iteration"," Results",33
357," Hard"," Value Iteration"," Results",27
358," Hard"," Value Iteration"," Results",34
359," Hard"," Value Iteration"," Results",31
360," Hard"," Value Iteration"," Results",48
361," Hard"," Value Iteration"," Results",33
362," Hard"," Value Iteration"," Results",25
363," Hard"," Value Iteration"," Results",36
364," Hard"," Value Iteration"," Results",30
365," Hard"," Value Iteration"," Results",38
366," Hard"," Value Iteration"," Results",32
367," Hard"," Value Iteration"," Results",29
368," Hard"," Value Iteration"," Results",34
369," Hard"," Value Iteration"," Results",33
370," Hard"," Value Iteration"," Results",29
371," Hard"," Value Iteration"," Results",33
372," Hard"," Value Iteration"," Results",31
373," Hard"," Value Iteration"," Results",31
374," Hard"," Value Iteration"," Results",33
375," Hard"," Value Iteration"," Results",30
376," Hard"," Value Iteration"," Results",28
377," Hard"," Value Iteration"," Results",28
378," Hard"," Value Iteration"," Results",32
379," Hard"," Value Iteration"," Results",39
380," Hard"," Value Iteration"," Results",38
381," Hard"," Value Iteration"," Results",33
382," Hard"," Value Iteration"," Results",31
383," Hard"," Value Iteration"," Results",35
384," Hard"," Value Iteration"," Results",30
385," Hard"," Value Iteration"," Results",30
386," Hard"," Value Iteration"," Results",36
387," Hard"," Value Iteration"," Results",27
388," Hard"," Value Iteration"," Results",35
389," Hard"," Value Iteration"," Results",38
390," Hard"," Value Iteration"," Results",27
391," Hard"," Value Iteration"," Results",31
392," Hard"," Value Iteration"," Results",31
393," Hard"," Value Iteration"," Results",35
394," Hard"," Value Iteration"," Results",33
395," Hard"," Value Iteration"," Results",41
396," Hard"," Value Iteration"," Results",33
397," Hard"," Value Iteration"," Results",41
398," Hard"," Value Iteration"," Results",33
399," Hard"," Value Iteration"," Results",32
400," Hard"," Value Iteration"," Results",39
401," Hard"," Value Iteration"," Results",28
402," Hard"," Value Iteration"," Results",30
403," Hard"," Value Iteration"," Results",34
404," Hard"," Value Iteration"," Results",32
405," Hard"," Value Iteration"," Results",33
406," Hard"," Value Iteration"," Results",28
407," Hard"," Value Iteration"," Results",26
408," Hard"," Value Iteration"," Results",35
409," Hard"," Value Iteration"," Results",32
410," Hard"," Value Iteration"," Results",27
411," Hard"," Value Iteration"," Results",26
412," Hard"," Value Iteration"," Results",40
413," Hard"," Value Iteration"," Results",31
414," Hard"," Value Iteration"," Results",35
415," Hard"," Value Iteration"," Results",35
416," Hard"," Value Iteration"," Results",33
417," Hard"," Value Iteration"," Results",33
418," Hard"," Value Iteration"," Results",29
419," Hard"," Value Iteration"," Results",29
420," Hard"," Value Iteration"," Results",35
421," Hard"," Value Iteration"," Results",29
422," Hard"," Value Iteration"," Results",32
423," Hard"," Value Iteration"," Results",29
424," Hard"," Value Iteration"," Results",34
425," Hard"," Value Iteration"," Results",25
426," Hard"," Value Iteration"," Results",41
427," Hard"," Value Iteration"," Results",26
428," Hard"," Value Iteration"," Results",30
429," Hard"," Value Iteration"," Results",32
430," Hard"," Value Iteration"," Results",28
431," Hard"," Value Iteration"," Results",35
432," Hard"," Value Iteration"," Results",31
433," Hard"," Value Iteration"," Results",34
434," Hard"," Value Iteration"," Results",33
435," Hard"," Value Iteration"," Results",45
436," Hard"," Value Iteration"," Results",39
437," Hard"," Value Iteration"," Results",28
438," Hard"," Value Iteration"," Results",34
439," Hard"," Value Iteration"," Results",29
440," Hard"," Value Iteration"," Results",30
441," Hard"," Value Iteration"," Results",28
442," Hard"," Value Iteration"," Results",25
443," Hard"," Value Iteration"," Results",28
444," Hard"," Value Iteration"," Results",31
445," Hard"," Value Iteration"," Results",32
446," Hard"," Value Iteration"," Results",35
447," Hard"," Value Iteration"," Results",35
448," Hard"," Value Iteration"," Results",32
449," Hard"," Value Iteration"," Results",34
450," Hard"," Value Iteration"," Results",31
451," Hard"," Value Iteration"," Results",28
452," Hard"," Value Iteration"," Results",31
453," Hard"," Value Iteration"," Results",33
454," Hard"," Value Iteration"," Results",32
455," Hard"," Value Iteration"," Results",30
456," Hard"," Value Iteration"," Results",32
457," Hard"," Value Iteration"," Results",32
458," Hard"," Value Iteration"," Results",48
459," Hard"," Value Iteration"," Results",33
460," Hard"," Value Iteration"," Results",34
461," Hard"," Value Iteration"," Results",41
462," Hard"," Value Iteration"," Results",36
463," Hard"," Value Iteration"," Results",27
464," Hard"," Value Iteration"," Results",29
465," Hard"," Value Iteration"," Results",36
466," Hard"," Value Iteration"," Results",32
467," Hard"," Value Iteration"," Results",43
468," Hard"," Value Iteration"," Results",32
469," Hard"," Value Iteration"," Results",26
470," Hard"," Value Iteration"," Results",32
471," Hard"," Value Iteration"," Results",34
472," Hard"," Value Iteration"," Results",30
473," Hard"," Value Iteration"," Results",35
474," Hard"," Value Iteration"," Results",30
475," Hard"," Value Iteration"," Results",29
476," Hard"," Value Iteration"," Results",28
477," Hard"," Value Iteration"," Results",31
478," Hard"," Value Iteration"," Results",34
479," Hard"," Value Iteration"," Results",33
480," Hard"," Value Iteration"," Results",42
481," Hard"," Value Iteration"," Results",27
482," Hard"," Value Iteration"," Results",35
483," Hard"," Value Iteration"," Results",36
484," Hard"," Value Iteration"," Results",37
485," Hard"," Value Iteration"," Results",43
486," Hard"," Value Iteration"," Results",30
487," Hard"," Value Iteration"," Results",28
488," Hard"," Value Iteration"," Results",41
489," Hard"," Value Iteration"," Results",34
490," Hard"," Value Iteration"," Results",29
491," Hard"," Value Iteration"," Results",27
492," Hard"," Value Iteration"," Results",28
493," Hard"," Value Iteration"," Results",27
494," Hard"," Value Iteration"," Results",35
495," Hard"," Value Iteration"," Results",39
496," Hard"," Value Iteration"," Results",32
497," Hard"," Value Iteration"," Results",28
498," Hard"," Value Iteration"," Results",36
499," Hard"," Value Iteration"," Results",29
500," Hard"," Value Iteration"," Results",28
1," Hard"," Policy Iteration"," Results",166959
2," Hard"," Policy Iteration"," Results",44646
3," Hard"," Policy Iteration"," Results",3292
4," Hard"," Policy Iteration"," Results",4442
5," Hard"," Policy Iteration"," Results",345
6," Hard"," Policy Iteration"," Results",2530
7," Hard"," Policy Iteration"," Results",688
8," Hard"," Policy Iteration"," Results",2185
9," Hard"," Policy Iteration"," Results",2797
10," Hard"," Policy Iteration"," Results",64
11," Hard"," Policy Iteration"," Results",86
12," Hard"," Policy Iteration"," Results",32
13," Hard"," Policy Iteration"," Results",37
14," Hard"," Policy Iteration"," Results",38
15," Hard"," Policy Iteration"," Results",29
16," Hard"," Policy Iteration"," Results",27
17," Hard"," Policy Iteration"," Results",35
18," Hard"," Policy Iteration"," Results",29
19," Hard"," Policy Iteration"," Results",32
20," Hard"," Policy Iteration"," Results",33
21," Hard"," Policy Iteration"," Results",43
22," Hard"," Policy Iteration"," Results",27
23," Hard"," Policy Iteration"," Results",35
24," Hard"," Policy Iteration"," Results",49
25," Hard"," Policy Iteration"," Results",32
26," Hard"," Policy Iteration"," Results",31
27," Hard"," Policy Iteration"," Results",34
28," Hard"," Policy Iteration"," Results",25
29," Hard"," Policy Iteration"," Results",37
30," Hard"," Policy Iteration"," Results",46
31," Hard"," Policy Iteration"," Results",31
32," Hard"," Policy Iteration"," Results",33
33," Hard"," Policy Iteration"," Results",26
34," Hard"," Policy Iteration"," Results",28
35," Hard"," Policy Iteration"," Results",33
36," Hard"," Policy Iteration"," Results",32
37," Hard"," Policy Iteration"," Results",44
38," Hard"," Policy Iteration"," Results",32
39," Hard"," Policy Iteration"," Results",31
40," Hard"," Policy Iteration"," Results",25
41," Hard"," Policy Iteration"," Results",29
42," Hard"," Policy Iteration"," Results",30
43," Hard"," Policy Iteration"," Results",41
44," Hard"," Policy Iteration"," Results",33
45," Hard"," Policy Iteration"," Results",44
46," Hard"," Policy Iteration"," Results",34
47," Hard"," Policy Iteration"," Results",27
48," Hard"," Policy Iteration"," Results",36
49," Hard"," Policy Iteration"," Results",33
50," Hard"," Policy Iteration"," Results",30
51," Hard"," Policy Iteration"," Results",35
52," Hard"," Policy Iteration"," Results",35
53," Hard"," Policy Iteration"," Results",45
54," Hard"," Policy Iteration"," Results",30
55," Hard"," Policy Iteration"," Results",30
56," Hard"," Policy Iteration"," Results",38
57," Hard"," Policy Iteration"," Results",26
58," Hard"," Policy Iteration"," Results",34
59," Hard"," Policy Iteration"," Results",35
60," Hard"," Policy Iteration"," Results",29
61," Hard"," Policy Iteration"," Results",33
62," Hard"," Policy Iteration"," Results",28
63," Hard"," Policy Iteration"," Results",31
64," Hard"," Policy Iteration"," Results",26
65," Hard"," Policy Iteration"," Results",25
66," Hard"," Policy Iteration"," Results",26
67," Hard"," Policy Iteration"," Results",27
68," Hard"," Policy Iteration"," Results",26
69," Hard"," Policy Iteration"," Results",31
70," Hard"," Policy Iteration"," Results",34
71," Hard"," Policy Iteration"," Results",34
72," Hard"," Policy Iteration"," Results",32
73," Hard"," Policy Iteration"," Results",30
74," Hard"," Policy Iteration"," Results",31
75," Hard"," Policy Iteration"," Results",38
76," Hard"," Policy Iteration"," Results",26
77," Hard"," Policy Iteration"," Results",28
78," Hard"," Policy Iteration"," Results",26
79," Hard"," Policy Iteration"," Results",29
80," Hard"," Policy Iteration"," Results",30
81," Hard"," Policy Iteration"," Results",37
82," Hard"," Policy Iteration"," Results",30
83," Hard"," Policy Iteration"," Results",33
84," Hard"," Policy Iteration"," Results",30
85," Hard"," Policy Iteration"," Results",38
86," Hard"," Policy Iteration"," Results",33
87," Hard"," Policy Iteration"," Results",36
88," Hard"," Policy Iteration"," Results",38
89," Hard"," Policy Iteration"," Results",37
90," Hard"," Policy Iteration"," Results",35
91," Hard"," Policy Iteration"," Results",30
92," Hard"," Policy Iteration"," Results",35
93," Hard"," Policy Iteration"," Results",30
94," Hard"," Policy Iteration"," Results",41
95," Hard"," Policy Iteration"," Results",29
96," Hard"," Policy Iteration"," Results",39
97," Hard"," Policy Iteration"," Results",29
98," Hard"," Policy Iteration"," Results",31
99," Hard"," Policy Iteration"," Results",33
100," Hard"," Policy Iteration"," Results",39
101," Hard"," Policy Iteration"," Results",45
102," Hard"," Policy Iteration"," Results",41
103," Hard"," Policy Iteration"," Results",27
104," Hard"," Policy Iteration"," Results",30
105," Hard"," Policy Iteration"," Results",33
106," Hard"," Policy Iteration"," Results",34
107," Hard"," Policy Iteration"," Results",35
108," Hard"," Policy Iteration"," Results",35
109," Hard"," Policy Iteration"," Results",27
110," Hard"," Policy Iteration"," Results",34
111," Hard"," Policy Iteration"," Results",34
112," Hard"," Policy Iteration"," Results",35
113," Hard"," Policy Iteration"," Results",35
114," Hard"," Policy Iteration"," Results",40
115," Hard"," Policy Iteration"," Results",34
116," Hard"," Policy Iteration"," Results",40
117," Hard"," Policy Iteration"," Results",28
118," Hard"," Policy Iteration"," Results",27
119," Hard"," Policy Iteration"," Results",38
120," Hard"," Policy Iteration"," Results",31
121," Hard"," Policy Iteration"," Results",32
122," Hard"," Policy Iteration"," Results",38
123," Hard"," Policy Iteration"," Results",33
124," Hard"," Policy Iteration"," Results",37
125," Hard"," Policy Iteration"," Results",32
126," Hard"," Policy Iteration"," Results",38
127," Hard"," Policy Iteration"," Results",31
128," Hard"," Policy Iteration"," Results",35
129," Hard"," Policy Iteration"," Results",38
130," Hard"," Policy Iteration"," Results",30
131," Hard"," Policy Iteration"," Results",31
132," Hard"," Policy Iteration"," Results",30
133," Hard"," Policy Iteration"," Results",32
134," Hard"," Policy Iteration"," Results",28
135," Hard"," Policy Iteration"," Results",30
136," Hard"," Policy Iteration"," Results",35
137," Hard"," Policy Iteration"," Results",45
138," Hard"," Policy Iteration"," Results",28
139," Hard"," Policy Iteration"," Results",35
140," Hard"," Policy Iteration"," Results",36
141," Hard"," Policy Iteration"," Results",34
142," Hard"," Policy Iteration"," Results",34
143," Hard"," Policy Iteration"," Results",28
144," Hard"," Policy Iteration"," Results",38
145," Hard"," Policy Iteration"," Results",39
146," Hard"," Policy Iteration"," Results",29
147," Hard"," Policy Iteration"," Results",43
148," Hard"," Policy Iteration"," Results",31
149," Hard"," Policy Iteration"," Results",31
150," Hard"," Policy Iteration"," Results",33
151," Hard"," Policy Iteration"," Results",40
152," Hard"," Policy Iteration"," Results",29
153," Hard"," Policy Iteration"," Results",39
154," Hard"," Policy Iteration"," Results",31
155," Hard"," Policy Iteration"," Results",37
156," Hard"," Policy Iteration"," Results",31
157," Hard"," Policy Iteration"," Results",30
158," Hard"," Policy Iteration"," Results",29
159," Hard"," Policy Iteration"," Results",36
160," Hard"," Policy Iteration"," Results",32
161," Hard"," Policy Iteration"," Results",29
162," Hard"," Policy Iteration"," Results",26
163," Hard"," Policy Iteration"," Results",31
164," Hard"," Policy Iteration"," Results",33
165," Hard"," Policy Iteration"," Results",27
166," Hard"," Policy Iteration"," Results",29
167," Hard"," Policy Iteration"," Results",27
168," Hard"," Policy Iteration"," Results",31
169," Hard"," Policy Iteration"," Results",28
170," Hard"," Policy Iteration"," Results",32
171," Hard"," Policy Iteration"," Results",33
172," Hard"," Policy Iteration"," Results",27
173," Hard"," Policy Iteration"," Results",34
174," Hard"," Policy Iteration"," Results",29
175," Hard"," Policy Iteration"," Results",35
176," Hard"," Policy Iteration"," Results",35
177," Hard"," Policy Iteration"," Results",37
178," Hard"," Policy Iteration"," Results",44
179," Hard"," Policy Iteration"," Results",34
180," Hard"," Policy Iteration"," Results",37
181," Hard"," Policy Iteration"," Results",31
182," Hard"," Policy Iteration"," Results",34
183," Hard"," Policy Iteration"," Results",27
184," Hard"," Policy Iteration"," Results",31
185," Hard"," Policy Iteration"," Results",34
186," Hard"," Policy Iteration"," Results",33
187," Hard"," Policy Iteration"," Results",28
