"Iteration","Difficulty","Learner","Measure","Value"
67," Easy"," Q Learning"," Time Results",5
68," Easy"," Q Learning"," Time Results",5
69," Easy"," Q Learning"," Time Results",6
70," Easy"," Q Learning"," Time Results",3
71," Easy"," Q Learning"," Time Results",5
72," Easy"," Q Learning"," Time Results",6
73," Easy"," Q Learning"," Time Results",4
74," Easy"," Q Learning"," Time Results",9
75," Easy"," Q Learning"," Time Results",8
76," Easy"," Q Learning"," Time Results",6
77," Easy"," Q Learning"," Time Results",8
78," Easy"," Q Learning"," Time Results",7
79," Easy"," Q Learning"," Time Results",5
80," Easy"," Q Learning"," Time Results",3
81," Easy"," Q Learning"," Time Results",4
82," Easy"," Q Learning"," Time Results",3
83," Easy"," Q Learning"," Time Results",4
84," Easy"," Q Learning"," Time Results",3
85," Easy"," Q Learning"," Time Results",6
86," Easy"," Q Learning"," Time Results",5
87," Easy"," Q Learning"," Time Results",5
88," Easy"," Q Learning"," Time Results",4
89," Easy"," Q Learning"," Time Results",3
90," Easy"," Q Learning"," Time Results",4
91," Easy"," Q Learning"," Time Results",4
92," Easy"," Q Learning"," Time Results",3
93," Easy"," Q Learning"," Time Results",5
94," Easy"," Q Learning"," Time Results",5
95," Easy"," Q Learning"," Time Results",6
96," Easy"," Q Learning"," Time Results",4
97," Easy"," Q Learning"," Time Results",5
98," Easy"," Q Learning"," Time Results",4
99," Easy"," Q Learning"," Time Results",8
100," Easy"," Q Learning"," Time Results",5
1," Easy"," Value Iteration"," Rewards",-375
2," Easy"," Value Iteration"," Rewards",-656
3," Easy"," Value Iteration"," Rewards",-133
4," Easy"," Value Iteration"," Rewards",92
5," Easy"," Value Iteration"," Rewards",90
6," Easy"," Value Iteration"," Rewards",87
7," Easy"," Value Iteration"," Rewards",91
8," Easy"," Value Iteration"," Rewards",93
9," Easy"," Value Iteration"," Rewards",92
10," Easy"," Value Iteration"," Rewards",93
11," Easy"," Value Iteration"," Rewards",93
12," Easy"," Value Iteration"," Rewards",84
13," Easy"," Value Iteration"," Rewards",86
14," Easy"," Value Iteration"," Rewards",91
15," Easy"," Value Iteration"," Rewards",92
16," Easy"," Value Iteration"," Rewards",93
17," Easy"," Value Iteration"," Rewards",90
18," Easy"," Value Iteration"," Rewards",91
19," Easy"," Value Iteration"," Rewards",90
20," Easy"," Value Iteration"," Rewards",90
21," Easy"," Value Iteration"," Rewards",93
22," Easy"," Value Iteration"," Rewards",92
23," Easy"," Value Iteration"," Rewards",91
24," Easy"," Value Iteration"," Rewards",92
25," Easy"," Value Iteration"," Rewards",91
26," Easy"," Value Iteration"," Rewards",89
27," Easy"," Value Iteration"," Rewards",93
28," Easy"," Value Iteration"," Rewards",85
29," Easy"," Value Iteration"," Rewards",90
30," Easy"," Value Iteration"," Rewards",88
31," Easy"," Value Iteration"," Rewards",92
32," Easy"," Value Iteration"," Rewards",91
33," Easy"," Value Iteration"," Rewards",93
34," Easy"," Value Iteration"," Rewards",93
35," Easy"," Value Iteration"," Rewards",84
36," Easy"," Value Iteration"," Rewards",90
37," Easy"," Value Iteration"," Rewards",93
38," Easy"," Value Iteration"," Rewards",93
39," Easy"," Value Iteration"," Rewards",90
40," Easy"," Value Iteration"," Rewards",86
41," Easy"," Value Iteration"," Rewards",93
42," Easy"," Value Iteration"," Rewards",87
43," Easy"," Value Iteration"," Rewards",87
44," Easy"," Value Iteration"," Rewards",89
45," Easy"," Value Iteration"," Rewards",91
46," Easy"," Value Iteration"," Rewards",91
47," Easy"," Value Iteration"," Rewards",90
48," Easy"," Value Iteration"," Rewards",91
49," Easy"," Value Iteration"," Rewards",91
50," Easy"," Value Iteration"," Rewards",93
51," Easy"," Value Iteration"," Rewards",86
52," Easy"," Value Iteration"," Rewards",85
53," Easy"," Value Iteration"," Rewards",82
54," Easy"," Value Iteration"," Rewards",90
55," Easy"," Value Iteration"," Rewards",87
56," Easy"," Value Iteration"," Rewards",93
57," Easy"," Value Iteration"," Rewards",92
58," Easy"," Value Iteration"," Rewards",89
59," Easy"," Value Iteration"," Rewards",90
60," Easy"," Value Iteration"," Rewards",91
61," Easy"," Value Iteration"," Rewards",90
62," Easy"," Value Iteration"," Rewards",89
63," Easy"," Value Iteration"," Rewards",93
64," Easy"," Value Iteration"," Rewards",87
65," Easy"," Value Iteration"," Rewards",89
66," Easy"," Value Iteration"," Rewards",90
67," Easy"," Value Iteration"," Rewards",91
68," Easy"," Value Iteration"," Rewards",89
69," Easy"," Value Iteration"," Rewards",92
70," Easy"," Value Iteration"," Rewards",86
71," Easy"," Value Iteration"," Rewards",93
72," Easy"," Value Iteration"," Rewards",90
73," Easy"," Value Iteration"," Rewards",91
74," Easy"," Value Iteration"," Rewards",90
75," Easy"," Value Iteration"," Rewards",86
76," Easy"," Value Iteration"," Rewards",91
77," Easy"," Value Iteration"," Rewards",78
78," Easy"," Value Iteration"," Rewards",93
79," Easy"," Value Iteration"," Rewards",91
80," Easy"," Value Iteration"," Rewards",92
81," Easy"," Value Iteration"," Rewards",86
82," Easy"," Value Iteration"," Rewards",93
83," Easy"," Value Iteration"," Rewards",90
84," Easy"," Value Iteration"," Rewards",82
85," Easy"," Value Iteration"," Rewards",93
86," Easy"," Value Iteration"," Rewards",93
87," Easy"," Value Iteration"," Rewards",86
88," Easy"," Value Iteration"," Rewards",88
89," Easy"," Value Iteration"," Rewards",92
90," Easy"," Value Iteration"," Rewards",91
91," Easy"," Value Iteration"," Rewards",93
92," Easy"," Value Iteration"," Rewards",91
93," Easy"," Value Iteration"," Rewards",90
94," Easy"," Value Iteration"," Rewards",92
95," Easy"," Value Iteration"," Rewards",85
96," Easy"," Value Iteration"," Rewards",86
97," Easy"," Value Iteration"," Rewards",89
98," Easy"," Value Iteration"," Rewards",90
99," Easy"," Value Iteration"," Rewards",89
100," Easy"," Value Iteration"," Rewards",89
1," Easy"," Policy Iteration"," Rewards",-464
2," Easy"," Policy Iteration"," Rewards",-114
3," Easy"," Policy Iteration"," Rewards",-238
4," Easy"," Policy Iteration"," Rewards",80
5," Easy"," Policy Iteration"," Rewards",91
6," Easy"," Policy Iteration"," Rewards",92
7," Easy"," Policy Iteration"," Rewards",90
8," Easy"," Policy Iteration"," Rewards",92
9," Easy"," Policy Iteration"," Rewards",91
10," Easy"," Policy Iteration"," Rewards",92
11," Easy"," Policy Iteration"," Rewards",88
12," Easy"," Policy Iteration"," Rewards",92
13," Easy"," Policy Iteration"," Rewards",88
14," Easy"," Policy Iteration"," Rewards",89
15," Easy"," Policy Iteration"," Rewards",89
16," Easy"," Policy Iteration"," Rewards",85
17," Easy"," Policy Iteration"," Rewards",89
18," Easy"," Policy Iteration"," Rewards",92
19," Easy"," Policy Iteration"," Rewards",93
20," Easy"," Policy Iteration"," Rewards",87
21," Easy"," Policy Iteration"," Rewards",92
22," Easy"," Policy Iteration"," Rewards",91
23," Easy"," Policy Iteration"," Rewards",92
24," Easy"," Policy Iteration"," Rewards",88
25," Easy"," Policy Iteration"," Rewards",92
26," Easy"," Policy Iteration"," Rewards",91
27," Easy"," Policy Iteration"," Rewards",93
28," Easy"," Policy Iteration"," Rewards",90
29," Easy"," Policy Iteration"," Rewards",91
30," Easy"," Policy Iteration"," Rewards",90
31," Easy"," Policy Iteration"," Rewards",90
32," Easy"," Policy Iteration"," Rewards",93
33," Easy"," Policy Iteration"," Rewards",86
34," Easy"," Policy Iteration"," Rewards",93
35," Easy"," Policy Iteration"," Rewards",93
36," Easy"," Policy Iteration"," Rewards",90
37," Easy"," Policy Iteration"," Rewards",92
38," Easy"," Policy Iteration"," Rewards",90
39," Easy"," Policy Iteration"," Rewards",89
40," Easy"," Policy Iteration"," Rewards",87
41," Easy"," Policy Iteration"," Rewards",93
42," Easy"," Policy Iteration"," Rewards",90
43," Easy"," Policy Iteration"," Rewards",90
44," Easy"," Policy Iteration"," Rewards",91
45," Easy"," Policy Iteration"," Rewards",86
46," Easy"," Policy Iteration"," Rewards",90
47," Easy"," Policy Iteration"," Rewards",93
48," Easy"," Policy Iteration"," Rewards",91
49," Easy"," Policy Iteration"," Rewards",90
50," Easy"," Policy Iteration"," Rewards",89
51," Easy"," Policy Iteration"," Rewards",90
52," Easy"," Policy Iteration"," Rewards",93
53," Easy"," Policy Iteration"," Rewards",92
54," Easy"," Policy Iteration"," Rewards",89
55," Easy"," Policy Iteration"," Rewards",89
56," Easy"," Policy Iteration"," Rewards",91
57," Easy"," Policy Iteration"," Rewards",88
58," Easy"," Policy Iteration"," Rewards",91
59," Easy"," Policy Iteration"," Rewards",92
60," Easy"," Policy Iteration"," Rewards",87
61," Easy"," Policy Iteration"," Rewards",90
62," Easy"," Policy Iteration"," Rewards",93
63," Easy"," Policy Iteration"," Rewards",88
64," Easy"," Policy Iteration"," Rewards",91
65," Easy"," Policy Iteration"," Rewards",93
66," Easy"," Policy Iteration"," Rewards",90
67," Easy"," Policy Iteration"," Rewards",89
68," Easy"," Policy Iteration"," Rewards",91
69," Easy"," Policy Iteration"," Rewards",93
70," Easy"," Policy Iteration"," Rewards",84
71," Easy"," Policy Iteration"," Rewards",90
72," Easy"," Policy Iteration"," Rewards",84
73," Easy"," Policy Iteration"," Rewards",93
74," Easy"," Policy Iteration"," Rewards",89
75," Easy"," Policy Iteration"," Rewards",92
76," Easy"," Policy Iteration"," Rewards",87
77," Easy"," Policy Iteration"," Rewards",90
78," Easy"," Policy Iteration"," Rewards",92
79," Easy"," Policy Iteration"," Rewards",93
80," Easy"," Policy Iteration"," Rewards",92
81," Easy"," Policy Iteration"," Rewards",92
82," Easy"," Policy Iteration"," Rewards",91
83," Easy"," Policy Iteration"," Rewards",89
84," Easy"," Policy Iteration"," Rewards",86
85," Easy"," Policy Iteration"," Rewards",92
86," Easy"," Policy Iteration"," Rewards",89
87," Easy"," Policy Iteration"," Rewards",89
88," Easy"," Policy Iteration"," Rewards",92
89," Easy"," Policy Iteration"," Rewards",93
90," Easy"," Policy Iteration"," Rewards",90
91," Easy"," Policy Iteration"," Rewards",92
92," Easy"," Policy Iteration"," Rewards",90
93," Easy"," Policy Iteration"," Rewards",93
94," Easy"," Policy Iteration"," Rewards",90
95," Easy"," Policy Iteration"," Rewards",90
96," Easy"," Policy Iteration"," Rewards",88
97," Easy"," Policy Iteration"," Rewards",93
98," Easy"," Policy Iteration"," Rewards",90
99," Easy"," Policy Iteration"," Rewards",92
100," Easy"," Policy Iteration"," Rewards",89
1," Easy"," Q Learning"," Rewards",12
2," Easy"," Q Learning"," Rewards",-20
3," Easy"," Q Learning"," Rewards",66
4," Easy"," Q Learning"," Rewards",88
5," Easy"," Q Learning"," Rewards",86
6," Easy"," Q Learning"," Rewards",81
7," Easy"," Q Learning"," Rewards",87
8," Easy"," Q Learning"," Rewards",89
9," Easy"," Q Learning"," Rewards",86
10," Easy"," Q Learning"," Rewards",64
11," Easy"," Q Learning"," Rewards",81
12," Easy"," Q Learning"," Rewards",85
13," Easy"," Q Learning"," Rewards",87
14," Easy"," Q Learning"," Rewards",83
15," Easy"," Q Learning"," Rewards",88
16," Easy"," Q Learning"," Rewards",86
17," Easy"," Q Learning"," Rewards",89
18," Easy"," Q Learning"," Rewards",85
19," Easy"," Q Learning"," Rewards",92
20," Easy"," Q Learning"," Rewards",91
21," Easy"," Q Learning"," Rewards",92
22," Easy"," Q Learning"," Rewards",90
23," Easy"," Q Learning"," Rewards",91
24," Easy"," Q Learning"," Rewards",90
25," Easy"," Q Learning"," Rewards",91
26," Easy"," Q Learning"," Rewards",86
27," Easy"," Q Learning"," Rewards",86
28," Easy"," Q Learning"," Rewards",89
29," Easy"," Q Learning"," Rewards",91
30," Easy"," Q Learning"," Rewards",90
31," Easy"," Q Learning"," Rewards",79
32," Easy"," Q Learning"," Rewards",81
33," Easy"," Q Learning"," Rewards",80
34," Easy"," Q Learning"," Rewards",76
35," Easy"," Q Learning"," Rewards",87
36," Easy"," Q Learning"," Rewards",82
37," Easy"," Q Learning"," Rewards",92
38," Easy"," Q Learning"," Rewards",92
39," Easy"," Q Learning"," Rewards",93
40," Easy"," Q Learning"," Rewards",92
41," Easy"," Q Learning"," Rewards",92
42," Easy"," Q Learning"," Rewards",86
43," Easy"," Q Learning"," Rewards",93
44," Easy"," Q Learning"," Rewards",92
45," Easy"," Q Learning"," Rewards",91
46," Easy"," Q Learning"," Rewards",92
47," Easy"," Q Learning"," Rewards",86
48," Easy"," Q Learning"," Rewards",88
49," Easy"," Q Learning"," Rewards",89
50," Easy"," Q Learning"," Rewards",71
51," Easy"," Q Learning"," Rewards",78
52," Easy"," Q Learning"," Rewards",80
53," Easy"," Q Learning"," Rewards",82
54," Easy"," Q Learning"," Rewards",92
55," Easy"," Q Learning"," Rewards",93
56," Easy"," Q Learning"," Rewards",89
57," Easy"," Q Learning"," Rewards",89
58," Easy"," Q Learning"," Rewards",56
59," Easy"," Q Learning"," Rewards",92
60," Easy"," Q Learning"," Rewards",81
61," Easy"," Q Learning"," Rewards",90
62," Easy"," Q Learning"," Rewards",85
63," Easy"," Q Learning"," Rewards",81
64," Easy"," Q Learning"," Rewards",93
65," Easy"," Q Learning"," Rewards",84
66," Easy"," Q Learning"," Rewards",92
67," Easy"," Q Learning"," Rewards",86
68," Easy"," Q Learning"," Rewards",92
69," Easy"," Q Learning"," Rewards",75
70," Easy"," Q Learning"," Rewards",87
71," Easy"," Q Learning"," Rewards",92
72," Easy"," Q Learning"," Rewards",93
73," Easy"," Q Learning"," Rewards",91
74," Easy"," Q Learning"," Rewards",92
75," Easy"," Q Learning"," Rewards",87
76," Easy"," Q Learning"," Rewards",92
77," Easy"," Q Learning"," Rewards",71
78," Easy"," Q Learning"," Rewards",87
79," Easy"," Q Learning"," Rewards",74
80," Easy"," Q Learning"," Rewards",81
81," Easy"," Q Learning"," Rewards",83
82," Easy"," Q Learning"," Rewards",91
83," Easy"," Q Learning"," Rewards",87
84," Easy"," Q Learning"," Rewards",88
85," Easy"," Q Learning"," Rewards",86
86," Easy"," Q Learning"," Rewards",92
87," Easy"," Q Learning"," Rewards",90
88," Easy"," Q Learning"," Rewards",90
89," Easy"," Q Learning"," Rewards",88
90," Easy"," Q Learning"," Rewards",87
91," Easy"," Q Learning"," Rewards",58
92," Easy"," Q Learning"," Rewards",80
93," Easy"," Q Learning"," Rewards",88
94," Easy"," Q Learning"," Rewards",92
95," Easy"," Q Learning"," Rewards",87
96," Easy"," Q Learning"," Rewards",82
97," Easy"," Q Learning"," Rewards",86
98," Easy"," Q Learning"," Rewards",91
99," Easy"," Q Learning"," Rewards",93
100," Easy"," Q Learning"," Rewards",92
